date,region,descriptive_house_price,descriptive_monthly_rent,descriptive_gross_yield_pct,model_aligned_observation
2017-01-10,Wales,146794.0,,,True
2017-01-11,Wales,144972.0,,,True
2017-01-12,Wales,145617.0,,,True
2017-02-01,Wales,,587.0,,True
2017-03-01,Wales,,588.0,,True
2017-04-01,Wales,,588.0,,True
2017-05-01,Wales,,589.0,,True
2017-06-01,Wales,,589.0,,True
2017-07-01,Wales,,589.0,,True
2017-08-01,Wales,,590.0,,True
2017-09-01,Wales,,590.0,,True
2017-10-01,Wales,,591.0,,True
2017-11-01,Wales,,591.0,,True
2017-12-01,Wales,,592.0,,True
2018-01-01,Wales,144990.0,592.0,4.772001395635954,True
2018-01-02,Wales,145068.0,,,True
2018-01-03,Wales,145837.0,,,True
2018-01-04,Wales,145412.0,,,True
2018-01-05,Wales,146531.0,,,True
2018-01-06,Wales,148527.0,,,True
2018-01-07,Wales,150195.0,,,True
2018-01-08,Wales,152466.0,,,True
2018-01-09,Wales,151747.0,,,True
2018-01-10,Wales,152401.0,,,True
2018-01-11,Wales,151646.0,,,True
2018-01-12,Wales,153612.0,,,True
2018-02-01,Wales,,593.0,,True
2018-03-01,Wales,,593.0,,True
2018-04-01,Wales,,594.0,,True
2018-05-01,Wales,,594.0,,True
2018-06-01,Wales,,595.0,,True
2018-07-01,Wales,,595.0,,True
2018-08-01,Wales,,596.0,,True
2018-09-01,Wales,,596.0,,True
2018-10-01,Wales,,597.0,,True
2018-11-01,Wales,,597.0,,True
2018-12-01,Wales,,598.0,,True
2019-01-01,Wales,150122.0,598.0,4.64107671601615,True
2019-01-02,Wales,150566.0,,,True
2019-01-03,Wales,151406.0,,,True
2019-01-04,Wales,152875.0,,,True
2019-01-05,Wales,153038.0,,,True
2019-01-06,Wales,154250.0,,,True
2019-01-07,Wales,155700.0,,,True
2019-01-08,Wales,159275.0,,,True
2019-01-09,Wales,155676.0,,,True
2019-01-10,Wales,157444.0,,,True
2019-01-11,Wales,159560.0,,,True
2019-01-12,Wales,157588.0,,,True
2019-02-01,Wales,,599.0,,True
2019-03-01,Wales,,599.0,,True
2019-04-01,Wales,,600.0,,True
2019-05-01,Wales,,600.0,,True
2019-06-01,Wales,,601.0,,True
2019-07-01,Wales,,601.0,,True
2019-08-01,Wales,,602.0,,True
2019-09-01,Wales,,602.0,,True
2019-10-01,Wales,,603.0,,True
2019-11-01,Wales,,603.0,,True
2019-12-01,Wales,,604.0,,True
2020-01-01,Wales,154532.0,604.0,4.522781423311086,True
2020-01-02,Wales,157134.0,,,True
2020-01-03,Wales,158163.0,,,True
2020-01-04,Wales,151534.0,,,True
2020-01-05,Wales,154054.0,,,True
2020-01-06,Wales,158488.0,,,True
2020-01-07,Wales,159465.0,,,True
2020-01-08,Wales,163805.0,,,True
2020-01-09,Wales,160994.0,,,True
2020-01-10,Wales,166597.0,,,True
2020-01-11,Wales,168781.0,,,True
2020-01-12,Wales,171640.0,,,True
2020-02-01,Wales,,605.0,,True
2020-03-01,Wales,,605.0,,True
2020-04-01,Wales,,606.0,,True
2020-05-01,Wales,,606.0,,True
2020-06-01,Wales,,607.0,,True
2020-07-01,Wales,,607.0,,True
2020-08-01,Wales,,608.0,,True
2020-09-01,Wales,,608.0,,True
2020-10-01,Wales,,609.0,,True
2020-11-01,Wales,,609.0,,True
2020-12-01,Wales,,610.0,,True
2021-01-01,Wales,169842.0,610.0,4.09548874946848,True
2021-01-02,Wales,168438.0,,,True
2021-01-03,Wales,173661.0,,,True
2021-01-04,Wales,171658.0,,,True
2021-01-05,Wales,174016.0,,,True
2021-01-06,Wales,184345.0,,,True
2021-01-07,Wales,176129.0,,,True
2021-01-08,Wales,180281.0,,,True
2021-01-09,Wales,185561.0,,,True
2021-01-10,Wales,186951.0,,,True
2021-01-11,Wales,186520.0,,,True
2021-01-12,Wales,189741.0,,,True
2021-02-01,Wales,,611.0,,True
2021-03-01,Wales,,611.0,,True
2021-04-01,Wales,,612.0,,True
2021-05-01,Wales,,612.0,,True
2021-06-01,Wales,,613.0,,True
2021-07-01,Wales,,613.0,,True
2021-08-01,Wales,,614.0,,True
2021-09-01,Wales,,614.0,,True
2021-10-01,Wales,,615.0,,True
2021-11-01,Wales,,615.0,,True
2021-12-01,Wales,,616.0,,True
2022-01-01,Wales,191552.0,616.0,3.69976010357063,True
2022-01-02,Wales,189656.0,,,True
2022-01-03,Wales,191471.0,,,True
2022-01-04,Wales,195875.0,,,True
2022-01-05,Wales,196682.0,,,True
2022-01-06,Wales,200277.0,,,True
2022-01-07,Wales,203313.0,,,True
2022-01-08,Wales,204218.0,,,True
2022-01-09,Wales,207696.0,,,True
2022-01-10,Wales,208209.0,,,True
2022-01-11,Wales,205941.0,,,True
2022-01-12,Wales,206563.0,,,True
2022-02-01,Wales,,617.0,,True
2022-03-01,Wales,,618.0,,True
2022-04-01,Wales,,618.0,,True
2022-05-01,Wales,,619.0,,True
2022-06-01,Wales,,619.0,,True
2022-07-01,Wales,,620.0,,True
2022-08-01,Wales,,620.0,,True
2022-09-01,Wales,,621.0,,True
2022-10-01,Wales,,621.0,,True
2022-11-01,Wales,,622.0,,True
2022-12-01,Wales,,622.0,,True
2023-01-01,Wales,201853.0,623.0,3.717278137385232,True
2023-01-02,Wales,200870.0,,,True
2023-01-03,Wales,199167.0,,,True
2023-01-04,Wales,195717.0,,,True
2023-01-05,Wales,199616.0,,,True
2023-01-06,Wales,200183.0,,,True
2023-01-07,Wales,202620.0,,,True
2023-01-08,Wales,203852.0,,,True
2023-01-09,Wales,204460.0,,,True
2023-01-10,Wales,202477.0,,,True
2023-01-11,Wales,201778.0,,,True
2023-01-12,Wales,202077.0,,,True
2023-02-01,Wales,,623.0,,True
2023-03-01,Wales,,624.0,,True
2023-04-01,Wales,,624.0,,True
2023-05-01,Wales,,625.0,,True
2023-06-01,Wales,,625.0,,True
2023-07-01,Wales,,626.0,,True
2023-08-01,Wales,,626.0,,True
2023-09-01,Wales,,627.0,,True
2023-10-01,Wales,,627.0,,True
2023-11-01,Wales,,628.0,,True
2023-12-01,Wales,,628.0,,True
2024-01-01,Wales,197808.0,629.0,3.7192687539399034,True
2024-01-02,Wales,199272.0,,,False
2024-01-03,Wales,200795.0,,,False
2024-01-04,Wales,199545.0,,,False
2024-01-05,Wales,199330.0,,,False
2024-01-06,Wales,204368.0,,,False
2024-01-07,Wales,204982.0,,,False
2024-01-08,Wales,207156.0,,,False
2024-01-09,Wales,203822.0,,,False
2024-01-10,Wales,207454.0,,,False
2024-01-11,Wales,207435.0,,,False
2024-01-12,Wales,204641.0,,,False
2024-02-01,Wales,,629.0,,False
2024-03-01,Wales,,630.0,,False
2024-04-01,Wales,,630.0,,False
2024-05-01,Wales,,631.0,,False
2024-06-01,Wales,,631.0,,False
2024-07-01,Wales,,632.0,,False
2024-08-01,Wales,,633.0,,False
2024-09-01,Wales,,633.0,,False
2024-10-01,Wales,,634.0,,False
2024-11-01,Wales,,634.0,,False
2024-12-01,Wales,,635.0,,False
2025-01-01,Wales,206010.0,,,False
2025-01-02,Wales,205120.0,,,False
2025-01-03,Wales,206915.0,,,False
2025-01-04,Wales,205773.0,,,False
2025-01-05,Wales,206443.0,,,False
2025-01-06,Wales,209614.0,,,False
2025-01-07,Wales,210074.0,,,False
2025-01-08,Wales,210804.0,,,False
2025-01-09,Wales,211427.0,,,False
2025-01-10,Wales,210646.0,,,False
2025-01-11,Wales,209232.0,,,False
2025-01-12,Wales,213769.0,,,False
2026-01-01,Wales,210186.0,,,False
2005-01-01,West Midlands,124542.0,588.0,5.542475113196136,True
2005-01-02,West Midlands,124364.0,,,True
2005-01-03,West Midlands,123753.0,,,True
2005-01-04,West Midlands,125147.0,,,True
2005-01-05,West Midlands,125673.0,,,True
2005-01-06,West Midlands,126927.0,,,True
2005-01-07,West Midlands,128389.0,,,True
2005-01-08,West Midlands,129558.0,,,True
2005-01-09,West Midlands,130034.0,,,True
2005-01-10,West Midlands,130025.0,,,True
2005-01-11,West Midlands,130120.0,,,True
2005-01-12,West Midlands,130893.0,,,True
2005-02-01,West Midlands,,589.0,,True
2005-03-01,West Midlands,,589.0,,True
2005-04-01,West Midlands,,590.0,,True
2005-05-01,West Midlands,,590.0,,True
2005-06-01,West Midlands,,591.0,,True
2005-07-01,West Midlands,,591.0,,True
2005-08-01,West Midlands,,592.0,,True
2005-09-01,West Midlands,,592.0,,True
2005-10-01,West Midlands,,593.0,,True
2005-11-01,West Midlands,,593.0,,True
2005-12-01,West Midlands,,594.0,,True
2006-01-01,West Midlands,130739.0,594.0,5.326661735954779,True
2006-01-02,West Midlands,130769.0,,,True
2006-01-03,West Midlands,130596.0,,,True
2006-01-04,West Midlands,131383.0,,,True
2006-01-05,West Midlands,132879.0,,,True
2006-01-06,West Midlands,134023.0,,,True
2006-01-07,West Midlands,134693.0,,,True
2006-01-08,West Midlands,135288.0,,,True
2006-01-09,West Midlands,135749.0,,,True
2006-01-10,West Midlands,136600.0,,,True
2006-01-11,West Midlands,137004.0,,,True
2006-01-12,West Midlands,137888.0,,,True
2006-02-01,West Midlands,,595.0,,True
2006-03-01,West Midlands,,595.0,,True
2006-04-01,West Midlands,,596.0,,True
2006-05-01,West Midlands,,596.0,,True
2006-06-01,West Midlands,,597.0,,True
2006-07-01,West Midlands,,597.0,,True
2006-08-01,West Midlands,,598.0,,True
2006-09-01,West Midlands,,598.0,,True
2006-10-01,West Midlands,,599.0,,True
2006-11-01,West Midlands,,599.0,,True
2006-12-01,West Midlands,,600.0,,True
2007-01-01,West Midlands,138400.0,600.0,5.104354953784272,True
2007-01-02,West Midlands,138572.0,,,True
2007-01-03,West Midlands,138521.0,,,True
2007-01-04,West Midlands,139436.0,,,True
2007-01-05,West Midlands,140171.0,,,True
2007-01-06,West Midlands,141128.0,,,True
2007-01-07,West Midlands,141759.0,,,True
2007-01-08,West Midlands,143106.0,,,True
2007-01-09,West Midlands,143516.0,,,True
2007-01-10,West Midlands,143623.0,,,True
2007-01-11,West Midlands,142887.0,,,True
2007-01-12,West Midlands,143434.0,,,True
2007-02-01,West Midlands,,601.0,,True
2007-03-01,West Midlands,,601.0,,True
2007-04-01,West Midlands,,602.0,,True
2007-05-01,West Midlands,,602.0,,True
2007-06-01,West Midlands,,603.0,,True
2007-07-01,West Midlands,,603.0,,True
2007-08-01,West Midlands,,604.0,,True
2007-09-01,West Midlands,,604.0,,True
2007-10-01,West Midlands,,605.0,,True
2007-11-01,West Midlands,,605.0,,True
2007-12-01,West Midlands,,606.0,,True
2008-01-01,West Midlands,142875.0,606.0,5.349476472652209,True
2008-01-02,West Midlands,142262.0,,,True
2008-01-03,West Midlands,140181.0,,,True
2008-01-04,West Midlands,139123.0,,,True
2008-01-05,West Midlands,138982.0,,,True
2008-01-06,West Midlands,138775.0,,,True
2008-01-07,West Midlands,137686.0,,,True
2008-01-08,West Midlands,135006.0,,,True
2008-01-09,West Midlands,132708.0,,,True
2008-01-10,West Midlands,130995.0,,,True
2008-01-11,West Midlands,128777.0,,,True
2008-01-12,West Midlands,125687.0,,,True
2008-02-01,West Midlands,,607.0,,True
2008-03-01,West Midlands,,607.0,,True
2008-04-01,West Midlands,,608.0,,True
2008-05-01,West Midlands,,608.0,,True
2008-06-01,West Midlands,,609.0,,True
2008-07-01,West Midlands,,609.0,,True
2008-08-01,West Midlands,,610.0,,True
2008-09-01,West Midlands,,610.0,,True
2008-10-01,West Midlands,,611.0,,True
2008-11-01,West Midlands,,611.0,,True
2008-12-01,West Midlands,,612.0,,True
2009-01-01,West Midlands,122751.0,612.0,5.978900628833639,True
2009-01-02,West Midlands,121338.0,,,True
2009-01-03,West Midlands,120672.0,,,True
2009-01-04,West Midlands,119944.0,,,True
2009-01-05,West Midlands,119488.0,,,True
2009-01-06,West Midlands,119403.0,,,True
2009-01-07,West Midlands,121044.0,,,True
2009-01-08,West Midlands,122832.0,,,True
2009-01-09,West Midlands,125412.0,,,True
2009-01-10,West Midlands,126848.0,,,True
2009-01-11,West Midlands,127466.0,,,True
2009-01-12,West Midlands,128391.0,,,True
2009-02-01,West Midlands,,613.0,,True
2009-03-01,West Midlands,,613.0,,True
2009-04-01,West Midlands,,614.0,,True
2009-05-01,West Midlands,,614.0,,True
2009-06-01,West Midlands,,615.0,,True
2009-07-01,West Midlands,,615.0,,True
2009-08-01,West Midlands,,616.0,,True
2009-09-01,West Midlands,,616.0,,True
2009-10-01,West Midlands,,617.0,,True
2009-11-01,West Midlands,,617.0,,True
2009-12-01,West Midlands,,618.0,,True
2010-01-01,West Midlands,127524.0,618.0,5.749742162581498,True
2010-01-02,West Midlands,127346.0,,,True
2010-01-03,West Midlands,126759.0,,,True
2010-01-04,West Midlands,128064.0,,,True
2010-01-05,West Midlands,128661.0,,,True
2010-01-06,West Midlands,129596.0,,,True
2010-01-07,West Midlands,130320.0,,,True
2010-01-08,West Midlands,131116.0,,,True
2010-01-09,West Midlands,131281.0,,,True
2010-01-10,West Midlands,130453.0,,,True
2010-01-11,West Midlands,129732.0,,,True
2010-01-12,West Midlands,128574.0,,,True
2010-02-01,West Midlands,,619.0,,True
2010-03-01,West Midlands,,619.0,,True
2010-04-01,West Midlands,,620.0,,True
2010-05-01,West Midlands,,621.0,,True
2010-06-01,West Midlands,,621.0,,True
2010-07-01,West Midlands,,622.0,,True
2010-08-01,West Midlands,,622.0,,True
2010-09-01,West Midlands,,623.0,,True
2010-10-01,West Midlands,,623.0,,True
2010-11-01,West Midlands,,624.0,,True
2010-12-01,West Midlands,,624.0,,True
2011-01-01,West Midlands,127333.0,625.0,5.9881696940678895,True
2011-01-02,West Midlands,125930.0,,,True
2011-01-03,West Midlands,124312.0,,,True
2011-01-04,West Midlands,124349.0,,,True
2011-01-05,West Midlands,124491.0,,,True
2011-01-06,West Midlands,125217.0,,,True
2011-01-07,West Midlands,125441.0,,,True
2011-01-08,West Midlands,125914.0,,,True
2011-01-09,West Midlands,126087.0,,,True
2011-01-10,West Midlands,125119.0,,,True
2011-01-11,West Midlands,125054.0,,,True
2011-01-12,West Midlands,124518.0,,,True
2011-02-01,West Midlands,,625.0,,True
2011-03-01,West Midlands,,626.0,,True
2011-04-01,West Midlands,,626.0,,True
2011-05-01,West Midlands,,627.0,,True
2011-06-01,West Midlands,,627.0,,True
2011-07-01,West Midlands,,628.0,,True
2011-08-01,West Midlands,,628.0,,True
2011-09-01,West Midlands,,629.0,,True
2011-10-01,West Midlands,,629.0,,True
2011-11-01,West Midlands,,630.0,,True
2011-12-01,West Midlands,,630.0,,True
2012-01-01,West Midlands,124765.0,631.0,6.036525120316169,True
2012-01-02,West Midlands,124068.0,,,True
2012-01-03,West Midlands,124352.0,,,True
2012-01-04,West Midlands,124592.0,,,True
2012-01-05,West Midlands,124611.0,,,True
2012-01-06,West Midlands,125441.0,,,True
2012-01-07,West Midlands,125980.0,,,True
2012-01-08,West Midlands,126814.0,,,True
2012-01-09,West Midlands,126616.0,,,True
2012-01-10,West Midlands,126446.0,,,True
2012-01-11,West Midlands,126136.0,,,True
2012-01-12,West Midlands,126211.0,,,True
2012-02-01,West Midlands,,631.0,,True
2012-03-01,West Midlands,,632.0,,True
2012-04-01,West Midlands,,632.0,,True
2012-05-01,West Midlands,,633.0,,True
2012-06-01,West Midlands,,634.0,,True
2012-07-01,West Midlands,,634.0,,True
2012-08-01,West Midlands,,635.0,,True
2012-09-01,West Midlands,,635.0,,True
2012-10-01,West Midlands,,636.0,,True
2012-11-01,West Midlands,,636.0,,True
2012-12-01,West Midlands,,637.0,,True
2013-01-01,West Midlands,125901.0,637.0,5.980690934456906,True
2013-01-02,West Midlands,125925.0,,,True
2013-01-03,West Midlands,125522.0,,,True
2013-01-04,West Midlands,125823.0,,,True
2013-01-05,West Midlands,126106.0,,,True
2013-01-06,West Midlands,126956.0,,,True
2013-01-07,West Midlands,128253.0,,,True
2013-01-08,West Midlands,129455.0,,,True
2013-01-09,West Midlands,129647.0,,,True
2013-01-10,West Midlands,130231.0,,,True
2013-01-11,West Midlands,130476.0,,,True
2013-01-12,West Midlands,131046.0,,,True
2013-02-01,West Midlands,,638.0,,True
2013-03-01,West Midlands,,638.0,,True
2013-04-01,West Midlands,,639.0,,True
2013-05-01,West Midlands,,639.0,,True
2013-06-01,West Midlands,,640.0,,True
2013-07-01,West Midlands,,640.0,,True
2013-08-01,West Midlands,,641.0,,True
2013-09-01,West Midlands,,641.0,,True
2013-10-01,West Midlands,,642.0,,True
2013-11-01,West Midlands,,642.0,,True
2013-12-01,West Midlands,,643.0,,True
2014-01-01,West Midlands,131217.0,644.0,5.73562847488808,True
2014-01-02,West Midlands,130825.0,,,True
2014-01-03,West Midlands,131168.0,,,True
2014-01-04,West Midlands,131969.0,,,True
2014-01-05,West Midlands,133235.0,,,True
2014-01-06,West Midlands,134533.0,,,True
2014-01-07,West Midlands,135153.0,,,True
2014-01-08,West Midlands,136900.0,,,True
2014-01-09,West Midlands,137474.0,,,True
2014-01-10,West Midlands,138384.0,,,True
2014-01-11,West Midlands,138237.0,,,True
2014-01-12,West Midlands,138583.0,,,True
2014-02-01,West Midlands,,644.0,,True
2014-03-01,West Midlands,,645.0,,True
2014-04-01,West Midlands,,645.0,,True
2014-05-01,West Midlands,,646.0,,True
2014-06-01,West Midlands,,646.0,,True
2014-07-01,West Midlands,,647.0,,True
2014-08-01,West Midlands,,647.0,,True
2014-09-01,West Midlands,,648.0,,True
2014-10-01,West Midlands,,648.0,,True
2014-11-01,West Midlands,,649.0,,True
2014-12-01,West Midlands,,649.0,,True
2015-01-01,West Midlands,137916.0,650.0,5.522812192202069,True
2015-01-02,West Midlands,137888.0,,,True
2015-01-03,West Midlands,137527.0,,,True
2015-01-04,West Midlands,138329.0,,,True
2015-01-05,West Midlands,138803.0,,,True
2015-01-06,West Midlands,140121.0,,,True
2015-01-07,West Midlands,141409.0,,,True
2015-01-08,West Midlands,143222.0,,,True
2015-01-09,West Midlands,144595.0,,,True
2015-01-10,West Midlands,145094.0,,,True
2015-01-11,West Midlands,145608.0,,,True
2015-01-12,West Midlands,146015.0,,,True
2015-02-01,West Midlands,,651.0,,True
2015-03-01,West Midlands,,651.0,,True
2015-04-01,West Midlands,,652.0,,True
2015-05-01,West Midlands,,652.0,,True
2015-06-01,West Midlands,,653.0,,True
2015-07-01,West Midlands,,653.0,,True
2015-08-01,West Midlands,,654.0,,True
2015-09-01,West Midlands,,654.0,,True
2015-10-01,West Midlands,,655.0,,True
2015-11-01,West Midlands,,655.0,,True
2015-12-01,West Midlands,,656.0,,True
2016-01-01,West Midlands,146612.0,656.0,5.179022462794662,True
2016-01-02,West Midlands,146486.0,,,True
2016-01-03,West Midlands,146575.0,,,True
2016-01-04,West Midlands,148291.0,,,True
2016-01-05,West Midlands,150491.0,,,True
2016-01-06,West Midlands,153265.0,,,True
2016-01-07,West Midlands,154637.0,,,True
2016-01-08,West Midlands,155878.0,,,True
2016-01-09,West Midlands,156425.0,,,True
2016-01-10,West Midlands,155872.0,,,True
2016-01-11,West Midlands,155806.0,,,True
2016-01-12,West Midlands,156416.0,,,True
2016-02-01,West Midlands,,657.0,,True
2016-03-01,West Midlands,,658.0,,True
2016-04-01,West Midlands,,658.0,,True
2016-05-01,West Midlands,,659.0,,True
2016-06-01,West Midlands,,659.0,,True
2016-07-01,West Midlands,,660.0,,True
2016-08-01,West Midlands,,660.0,,True
2016-09-01,West Midlands,,661.0,,True
2016-10-01,West Midlands,,661.0,,True
2016-11-01,West Midlands,,662.0,,True
2016-12-01,West Midlands,,663.0,,True
2017-01-01,West Midlands,157285.0,663.0,4.898202690505735,True
2017-01-02,West Midlands,157750.0,,,True
2017-01-03,West Midlands,157178.0,,,True
2017-01-04,West Midlands,157897.0,,,True
2017-01-05,West Midlands,159154.0,,,True
2017-01-06,West Midlands,161503.0,,,True
2017-01-07,West Midlands,164094.0,,,True
2017-01-08,West Midlands,166279.0,,,True
2017-01-09,West Midlands,167464.0,,,True
2017-01-10,West Midlands,167619.0,,,True
2017-01-11,West Midlands,167113.0,,,True
2017-01-12,West Midlands,167747.0,,,True
2017-02-01,West Midlands,,664.0,,True
2017-03-01,West Midlands,,664.0,,True
2017-04-01,West Midlands,,665.0,,True
2017-05-01,West Midlands,,665.0,,True
2017-06-01,West Midlands,,666.0,,True
2017-07-01,West Midlands,,666.0,,True
2017-08-01,West Midlands,,667.0,,True
2017-09-01,West Midlands,,667.0,,True
2017-10-01,West Midlands,,668.0,,True
2017-11-01,West Midlands,,669.0,,True
2017-12-01,West Midlands,,669.0,,True
2018-01-01,West Midlands,167696.0,670.0,4.666502298733883,True
2018-01-02,West Midlands,168618.0,,,True
2018-01-03,West Midlands,168120.0,,,True
2018-01-04,West Midlands,169472.0,,,True
2018-01-05,West Midlands,170003.0,,,True
2018-01-06,West Midlands,171756.0,,,True
2018-01-07,West Midlands,173488.0,,,True
2018-01-08,West Midlands,174413.0,,,True
2018-01-09,West Midlands,175765.0,,,True
2018-01-10,West Midlands,175916.0,,,True
2018-01-11,West Midlands,176447.0,,,True
2018-01-12,West Midlands,176836.0,,,True
2018-02-01,West Midlands,,670.0,,True
2018-03-01,West Midlands,,671.0,,True
2018-04-01,West Midlands,,671.0,,True
2018-05-01,West Midlands,,672.0,,True
2018-06-01,West Midlands,,672.0,,True
2018-07-01,West Midlands,,673.0,,True
2018-08-01,West Midlands,,674.0,,True
2018-09-01,West Midlands,,674.0,,True
2018-10-01,West Midlands,,675.0,,True
2018-11-01,West Midlands,,675.0,,True
2018-12-01,West Midlands,,676.0,,True
2019-01-01,West Midlands,176255.0,676.0,4.582495064397856,True
2019-01-02,West Midlands,176856.0,,,True
2019-01-03,West Midlands,175327.0,,,True
2019-01-04,West Midlands,175571.0,,,True
2019-01-05,West Midlands,175469.0,,,True
2019-01-06,West Midlands,176245.0,,,True
2019-01-07,West Midlands,176786.0,,,True
2019-01-08,West Midlands,177976.0,,,True
2019-01-09,West Midlands,179414.0,,,True
2019-01-10,West Midlands,179733.0,,,True
2019-01-11,West Midlands,179280.0,,,True
2019-01-12,West Midlands,178488.0,,,True
2019-02-01,West Midlands,,677.0,,True
2019-03-01,West Midlands,,678.0,,True
2019-04-01,West Midlands,,678.0,,True
2019-05-01,West Midlands,,679.0,,True
2019-06-01,West Midlands,,679.0,,True
2019-07-01,West Midlands,,680.0,,True
2019-08-01,West Midlands,,680.0,,True
2019-09-01,West Midlands,,681.0,,True
2019-10-01,West Midlands,,681.0,,True
2019-11-01,West Midlands,,682.0,,True
2019-12-01,West Midlands,,683.0,,True
2020-01-01,West Midlands,179060.0,683.0,4.528885167772268,True
2020-01-02,West Midlands,178387.0,,,True
2020-01-03,West Midlands,177824.0,,,True
2020-01-04,West Midlands,175618.0,,,True
2020-01-05,West Midlands,177295.0,,,True
2020-01-06,West Midlands,178914.0,,,True
2020-01-07,West Midlands,182208.0,,,True
2020-01-08,West Midlands,182927.0,,,True
2020-01-09,West Midlands,183383.0,,,True
2020-01-10,West Midlands,184362.0,,,True
2020-01-11,West Midlands,185557.0,,,True
2020-01-12,West Midlands,188245.0,,,True
2020-02-01,West Midlands,,684.0,,True
2020-03-01,West Midlands,,684.0,,True
2020-04-01,West Midlands,,685.0,,True
2020-05-01,West Midlands,,685.0,,True
2020-06-01,West Midlands,,686.0,,True
2020-07-01,West Midlands,,687.0,,True
2020-08-01,West Midlands,,687.0,,True
2020-09-01,West Midlands,,688.0,,True
2020-10-01,West Midlands,,688.0,,True
2020-11-01,West Midlands,,689.0,,True
2020-12-01,West Midlands,,689.0,,True
2021-01-01,West Midlands,190535.0,690.0,4.157553624816903,True
2021-01-02,West Midlands,193382.0,,,True
2021-01-03,West Midlands,196264.0,,,True
2021-01-04,West Midlands,197014.0,,,True
2021-01-05,West Midlands,197138.0,,,True
2021-01-06,West Midlands,200619.0,,,True
2021-01-07,West Midlands,201938.0,,,True
2021-01-08,West Midlands,203377.0,,,True
2021-01-09,West Midlands,202377.0,,,True
2021-01-10,West Midlands,202478.0,,,True
2021-01-11,West Midlands,203538.0,,,True
2021-01-12,West Midlands,203516.0,,,True
2021-02-01,West Midlands,,691.0,,True
2021-03-01,West Midlands,,691.0,,True
2021-04-01,West Midlands,,692.0,,True
2021-05-01,West Midlands,,692.0,,True
2021-06-01,West Midlands,,693.0,,True
2021-07-01,West Midlands,,693.0,,True
2021-08-01,West Midlands,,694.0,,True
2021-09-01,West Midlands,,695.0,,True
2021-10-01,West Midlands,,695.0,,True
2021-11-01,West Midlands,,696.0,,True
2021-12-01,West Midlands,,696.0,,True
2022-01-01,West Midlands,206378.0,697.0,3.825533193975059,True
2022-01-02,West Midlands,209279.0,,,True
2022-01-03,West Midlands,212020.0,,,True
2022-01-04,West Midlands,213974.0,,,True
2022-01-05,West Midlands,215007.0,,,True
2022-01-06,West Midlands,216278.0,,,True
2022-01-07,West Midlands,219733.0,,,True
2022-01-08,West Midlands,222773.0,,,True
2022-01-09,West Midlands,225571.0,,,True
2022-01-10,West Midlands,227492.0,,,True
2022-01-11,West Midlands,228025.0,,,True
2022-01-12,West Midlands,228359.0,,,True
2022-02-01,West Midlands,,697.0,,True
2022-03-01,West Midlands,,698.0,,True
2022-04-01,West Midlands,,699.0,,True
2022-05-01,West Midlands,,699.0,,True
2022-06-01,West Midlands,,700.0,,True
2022-07-01,West Midlands,,700.0,,True
2022-08-01,West Midlands,,701.0,,True
2022-09-01,West Midlands,,702.0,,True
2022-10-01,West Midlands,,702.0,,True
2022-11-01,West Midlands,,703.0,,True
2022-12-01,West Midlands,,703.0,,True
2023-01-01,West Midlands,226214.0,704.0,3.7861488858701433,True
2023-01-02,West Midlands,226369.0,,,True
2023-01-03,West Midlands,222980.0,,,True
2023-01-04,West Midlands,220914.0,,,True
2023-01-05,West Midlands,219253.0,,,True
2023-01-06,West Midlands,219966.0,,,True
2023-01-07,West Midlands,222839.0,,,True
2023-01-08,West Midlands,223424.0,,,True
2023-01-09,West Midlands,225448.0,,,True
2023-01-10,West Midlands,224398.0,,,True
2023-01-11,West Midlands,224071.0,,,True
2023-01-12,West Midlands,222941.0,,,True
2023-02-01,West Midlands,,704.0,,True
2023-03-01,West Midlands,,705.0,,True
2023-04-01,West Midlands,,706.0,,True
2023-05-01,West Midlands,,706.0,,True
2023-06-01,West Midlands,,707.0,,True
2023-07-01,West Midlands,,707.0,,True
2023-08-01,West Midlands,,708.0,,True
2023-09-01,West Midlands,,709.0,,True
2023-10-01,West Midlands,,709.0,,True
2023-11-01,West Midlands,,710.0,,True
2023-12-01,West Midlands,,710.0,,True
2024-01-01,West Midlands,221597.0,711.0,3.804724109957834,True
2024-01-02,West Midlands,220143.0,,,False
2024-01-03,West Midlands,218807.0,,,False
2024-01-04,West Midlands,218978.0,,,False
2024-01-05,West Midlands,220260.0,,,False
2024-01-06,West Midlands,222736.0,,,False
2024-01-07,West Midlands,225113.0,,,False
2024-01-08,West Midlands,227012.0,,,False
2024-01-09,West Midlands,228399.0,,,False
2024-01-10,West Midlands,229219.0,,,False
2024-01-11,West Midlands,230251.0,,,False
2024-01-12,West Midlands,229717.0,,,False
2024-02-01,West Midlands,,711.0,,False
2024-03-01,West Midlands,,712.0,,False
2024-04-01,West Midlands,,713.0,,False
2024-05-01,West Midlands,,713.0,,False
2024-06-01,West Midlands,,714.0,,False
2024-07-01,West Midlands,,714.0,,False
2024-08-01,West Midlands,,715.0,,False
2024-09-01,West Midlands,,716.0,,False
2024-10-01,West Midlands,,716.0,,False
2024-11-01,West Midlands,,717.0,,False
2024-12-01,West Midlands,,717.0,,False
2025-01-01,West Midlands,229440.0,,,False
2025-01-02,West Midlands,229064.0,,,False
2025-01-03,West Midlands,231049.0,,,False
2025-01-04,West Midlands,229952.0,,,False
